,species,x,y,additional_observations,classification_id,user_name,created_at,subject_ids,image_utm_left,image_utm_bottom,image_utm_right,image_utm_top,site,event,resolution,subject_reference,label,behavior
1405,White Ibis ,1479.744873046875,236.76246643066406,Yes,238207052,jargarcia14,2020-05-12 17:05:45 UTC,43847247,545936.5546491148,2889151.06053592,545952.410574744,2889166.9164615492,6thBridge,03112020,0.010570617086130553,744,White Ibis - Nesting, Nesting
1406,White Ibis ,1097.388671875,903.9608154296875,Yes,238207052,jargarcia14,2020-05-12 17:05:45 UTC,43847247,545936.5546491148,2889151.06053592,545952.410574744,2889166.9164615492,6thBridge,03112020,0.010570617086130553,744,White Ibis - Nesting, Nesting
1407,White Ibis ,1084.04638671875,716.658203125,Yes,238207052,jargarcia14,2020-05-12 17:05:45 UTC,43847247,545936.5546491148,2889151.06053592,545952.410574744,2889166.9164615492,6thBridge,03112020,0.010570617086130553,744,White Ibis - Nesting, Nesting
1408,White Ibis ,1269.978271484375,897.39404296875,Yes,238207052,jargarcia14,2020-05-12 17:05:45 UTC,43847247,545936.5546491148,2889151.06053592,545952.410574744,2889166.9164615492,6thBridge,03112020,0.010570617086130553,744,White Ibis - Nesting, Nesting
1409,White Ibis ,1399.4033203125,768.6244506835938,Yes,238207052,jargarcia14,2020-05-12 17:05:45 UTC,43847247,545936.5546491148,2889151.06053592,545952.410574744,2889166.9164615492,6thBridge,03112020,0.010570617086130553,744,White Ibis - Nesting, Nesting
1410,White Ibis ,1282.2708740234375,596.423583984375,Yes,238207052,jargarcia14,2020-05-12 17:05:45 UTC,43847247,545936.5546491148,2889151.06053592,545952.410574744,2889166.9164615492,6thBridge,03112020,0.010570617086130553,744,White Ibis - Nesting, Nesting
1411,White Ibis ,1249.2259521484375,593.9983520507812,Yes,238207052,jargarcia14,2020-05-12 17:05:45 UTC,43847247,545936.5546491148,2889151.06053592,545952.410574744,2889166.9164615492,6thBridge,03112020,0.010570617086130553,744,White Ibis - Nesting, Nesting
1412,White Ibis ,1182.354248046875,641.4215698242188,Yes,238207052,jargarcia14,2020-05-12 17:05:45 UTC,43847247,545936.5546491148,2889151.06053592,545952.410574744,2889166.9164615492,6thBridge,03112020,0.010570617086130553,744,White Ibis - Nesting, Nesting
1413,White Ibis ,1164.7252197265625,1120.0635986328125,Yes,238207052,jargarcia14,2020-05-12 17:05:45 UTC,43847247,545936.5546491148,2889151.06053592,545952.410574744,2889166.9164615492,6thBridge,03112020,0.010570617086130553,744,White Ibis - Nesting, Nesting
1414,White Ibis ,1453.0467529296875,974.2865600585938,Yes,238207052,jargarcia14,2020-05-12 17:05:45 UTC,43847247,545936.5546491148,2889151.06053592,545952.410574744,2889166.9164615492,6thBridge,03112020,0.010570617086130553,744,White Ibis - Nesting, Nesting
1415,White Ibis ,1163.21630859375,1401.268798828125,Yes,238207052,jargarcia14,2020-05-12 17:05:45 UTC,43847247,545936.5546491148,2889151.06053592,545952.410574744,2889166.9164615492,6thBridge,03112020,0.010570617086130553,744,White Ibis - Nesting, Nesting
1416,,,,No,238207151,jargarcia14,2020-05-12 17:05:59 UTC,43845661,545682.8598390478,2889040.0690565156,545698.7157646769,2889055.924982145,6thBridge,03112020,0.010570617086130553,78,,
1417,,,,No,238207323,jargarcia14,2020-05-12 17:06:19 UTC,43847065,545714.5716903062,2889151.06053592,545730.4276159353,2889166.9164615492,6thBridge,03112020,0.010570617086130553,662,,
1418,,,,No,238207592,jargarcia14,2020-05-12 17:06:50 UTC,43846696,546079.2579797776,2888944.93350274,546095.1139054068,2888960.7894283696,6thBridge,03112020,0.010570617086130553,503,,
1419,,,,No,238207708,jargarcia14,2020-05-12 17:07:02 UTC,43846892,545730.4276159353,2889484.0349741327,545746.2835415645,2889499.890899762,6thBridge,03112020,0.010570617086130553,582,,
1420,,,,No,238208150,jargarcia14,2020-05-12 17:07:59 UTC,43847107,545984.1224260025,2888897.3657258525,545999.9783516317,2888913.221651482,6thBridge,03112020,0.010570617086130553,681,,
1421,White Ibis ,6.429168701171875,136.36187744140625,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1422,White Ibis ,38.798736572265625,113.70321655273438,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1423,White Ibis ,6.429168701171875,185.45570373535156,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1424,White Ibis ,96.79415893554688,161.1785430908203,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1425,White Ibis ,141.30230712890625,150.38868713378906,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1426,White Ibis ,207.39013671875,104.53181457519531,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1427,White Ibis ,200.646484375,163.87599182128906,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1428,White Ibis ,226.27239990234375,180.06077575683594,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1429,White Ibis ,432.62823486328125,55.97749328613281,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1430,White Ibis ,474.43890380859375,42.49018859863281,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1431,White Ibis ,502.76226806640625,50.58256530761719,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1432,White Ibis ,549.9678955078125,39.79270935058594,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1433,White Ibis ,518.9470825195312,80.25465393066406,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1434,White Ibis ,568.85009765625,85.64958190917969,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1435,White Ibis ,551.3165893554688,120.71659851074219,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1436,White Ibis ,648.42529296875,97.78816223144531,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1437,White Ibis ,707.7694091796875,72.16227722167969,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1438,White Ibis ,706.420654296875,29.00286865234375,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1439,White Ibis ,813.2098999023438,134.2039031982422,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1440,White Ibis ,917.0621948242188,29.00286865234375,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1441,White Ibis ,952.1292114257812,76.20848083496094,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1442,White Ibis ,1173.3211669921875,42.49018859863281,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1443,White Ibis ,1200.2957763671875,134.2039031982422,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1444,White Ibis ,1306.8455810546875,57.32621765136719,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1445,White Ibis ,1386.420654296875,104.53181457519531,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1446,White Ibis ,1375.630859375,259.63592529296875,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1447,White Ibis ,1339.215087890625,352.6983642578125,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1448,White Ibis ,1182.76220703125,296.05169677734375,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1449,White Ibis ,1128.81298828125,246.1486053466797,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1450,White Ibis ,1084.304931640625,344.60601806640625,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1451,White Ibis ,1062.7252197265625,294.70294189453125,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1452,White Ibis ,980.4525756835938,302.79534912109375,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1453,White Ibis ,891.4363403320312,300.097900390625,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1454,White Ibis ,834.7896118164062,324.37506103515625,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1455,White Ibis ,857.718017578125,290.65673828125,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1456,White Ibis ,880.646484375,250.19480895996094,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1457,White Ibis ,863.1129760742188,208.38414001464844,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1458,White Ibis ,830.743408203125,184.1069793701172,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1459,White Ibis ,782.1890869140625,192.19935607910156,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1460,White Ibis ,703.962646484375,225.9176483154297,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1461,White Ibis ,734.9835205078125,282.5643310546875,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1462,White Ibis ,730.9373168945312,331.11871337890625,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1463,White Ibis ,771.3992309570312,366.18572998046875,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1464,White Ibis ,697.218994140625,424.18115234375,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1465,White Ibis ,640.572265625,401.25274658203125,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1466,White Ibis ,654.0596313476562,333.816162109375,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1467,White Ibis ,469.58856201171875,215.12779235839844,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1468,White Ibis ,582.8820190429688,371.58062744140625,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1469,White Ibis ,496.563232421875,328.42120361328125,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1470,White Ibis ,446.66015625,274.47198486328125,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1471,White Ibis ,390.013427734375,352.6983642578125,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1472,White Ibis ,367.08502197265625,238.0562286376953,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1473,White Ibis ,303.999755859375,255.58973693847656,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1474,White Ibis ,128.66468811035156,258.28717041015625,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1475,White Ibis ,76.13836669921875,310.8876953125,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1476,White Ibis ,120.646484375,327.072509765625,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1477,White Ibis ,23.537811279296875,466.841552734375,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1478,White Ibis ,76.13836669921875,511.34967041015625,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1479,White Ibis ,148.9698486328125,466.841552734375,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1480,White Ibis ,171.89825439453125,433.1232604980469,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1481,White Ibis ,202.9190673828125,461.44659423828125,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1482,White Ibis ,242.03228759765625,430.42578125,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1483,White Ibis ,270.35565185546875,491.11871337890625,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1484,White Ibis ,463.768798828125,505.9547119140625,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1485,White Ibis ,643.1500854492188,518.0933227539062,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1486,White Ibis ,798.254150390625,468.19024658203125,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1487,White Ibis ,979.2977294921875,442.5643615722656,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1488,White Ibis ,1030.549560546875,399.40496826171875,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1489,White Ibis ,1147.88916015625,410.19482421875,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1490,White Ibis ,1236.9053955078125,399.40496826171875,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1491,White Ibis ,1263.880126953125,464.14404296875,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1492,White Ibis ,1227.46435546875,534.278076171875,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1493,White Ibis ,1150.586669921875,558.5552368164062,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1494,White Ibis ,808.5449829101562,507.303466796875,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1495,White Ibis ,175.28863525390625,556.5136108398438,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1496,White Ibis ,188.77593994140625,623.9501953125,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1497,White Ibis ,219.7967529296875,690.0380249023438,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1498,White Ibis ,245.42266845703125,576.7445678710938,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1499,White Ibis ,285.88458251953125,540.328857421875,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1500,White Ibis ,345.228759765625,547.072509765625,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1501,White Ibis ,372.20343017578125,588.8831787109375,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1502,White Ibis ,678.8728637695312,567.303466796875,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1503,White Ibis ,747.658203125,598.3242797851562,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1504,White Ibis ,796.2125244140625,552.4674072265625,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1505,White Ibis ,855.5567016601562,560.559814453125,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1506,White Ibis ,847.4642944335938,594.278076171875,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1507,White Ibis ,962.1064453125,580.790771484375,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1508,White Ibis ,991.778564453125,629.3450927734375,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1509,White Ibis ,1144.997802734375,656.3197631835938,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1510,White Ibis ,1035.75048828125,664.412109375,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
1511,White Ibis ,828.0459594726562,661.7146606445312,No,238210143,Kris_Corbett,2020-05-12 17:12:22 UTC,43847348,546063.4020541485,2889008.357205257,546079.2579797776,2889024.213130886,6thBridge,03112020,0.010570617086130553,789,White Ibis - Nesting, Nesting
